
,providerId,locationId,organisationType,type,name,region,postalCode,onspdLatitude,onspdLongitude,rating_overall,reportDate,rating_caring,rating_effective,rating_responsive,rating_safe,rating_wellled,URL,Location_type,Location_subtype,Report_URL,Corpus_duplication_check
915,1-116865921,1-238946688,Location,Independent Healthcare Org,Barlborough NHS Treatment Centre,East Midlands,S43 4XE,53.281526,-1.282219,Good,7/1/2015,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-238946688,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAC3325.pdf,included
918,1-2322294395,1-2404342127,Location,Independent Healthcare Org,Huntercombe Hospital Cotswold Spa,West Midlands,WR12 7DE,52.04033,-1.869752,Good,11/8/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2404342127,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1652.pdf,included
919,1-101652346,1-240517863,Location,Independent Healthcare Org,Haydock Lodge,North West,WA12 0HW,53.469422,-2.626775,Good,4/21/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-240517863,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-2530289491.pdf,included
922,1-2136506944,1-2424507661,Location,Independent Healthcare Org,Medical Arts for Cosmetic Surgery,East,WD18 0AF,51.65698,-0.400391,Good,2/8/2019,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-2424507661,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1040.pdf,included
929,1-102643442,1-2441146711,Location,Independent Healthcare Org,Priory Wellbeing Centre Southampton,South East,SO17 1XS,50.919082,-1.404507,Good,8/7/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2441146711,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5644.pdf,included
931,1-2306619331,1-2444342125,Location,Independent Healthcare Org,One Ashford Hospital,South East,TN24 0YS,51.142662,0.911736,Good,9/5/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2444342125,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG7491.pdf,included
939,1-101727990,1-2467216855,Location,Independent Healthcare Org,SpaMedica-Wakefield,Yorkshire & Humberside,WF5 9AD,53.680362,-1.545793,Good,4/8/2019,Good,Outstanding,Good,Good,Good,http://www.cqc.org.uk/location/1-2467216855,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1277.pdf,included
947,1-127825850,1-2479149373,Location,Independent Healthcare Org,Mayfield House,West Midlands,B13 9HU,52.444039,-1.878346,Good,6/13/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2479149373,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2628.pdf,included
948,1-2467191467,1-2480545622,Location,Independent Healthcare Org,East Point Vision @ James Paget University Hospital,East,NR31 6LA,52.561672,1.71798,Good,12/7/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2480545622,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG5291.pdf,included
950,1-143865090,1-2491217004,Location,Independent Healthcare Org,Maple House Rehabilitation Unit,North West,WA2 7RP,53.401633,-2.579768,Good,4/16/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2491217004,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2618.pdf,included
962,1-102642955,1-251651255,Location,Independent Healthcare Org,Arbour Lodge Independent Hospital,North West,SK6 7QL,53.389968,-2.07224,Good,9/10/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-251651255,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2920.pdf,included
969,1-116865881,1-2542305795,Location,Independent Healthcare Org,Cygnet Community Services West Midlands,West Midlands,B70 0HD,52.522886,-2.028446,Good,10/20/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2542305795,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG7461.pdf,included
976,1-125892549,1-258834438,Location,Independent Healthcare Org,The Zone,South West,PL1 2SR,50.370142,-4.147588,Good,9/3/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-258834438,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5549.pdf,included
992,1-245710475,1-263367960,Location,Independent Healthcare Org,CESP (North East) @ Nuffield Health Newcastle Hospital,North East,NE2 1JP,54.986613,-1.605293,Good,6/8/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-263367960,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3722.pdf,included
997,1-2507037083,1-2652980232,Location,Independent Healthcare Org,Salts Medilink Stoma Nurse Team,West Midlands,B7 4AA,52.49269,-1.884177,Good,7/16/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2652980232,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5100.pdf,included
998,1-444129069,1-2654675135,Location,Independent Healthcare Org,Renal Services (UK) Ltd - Newcastle,North East,NE29 7ST,55.009652,-1.490938,Good,10/31/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2654675135,Independent Healthcare Org,Acute hospital - Independent specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5857.pdf,included
999,1-239265751,1-265470671,Location,Independent Healthcare Org,Probus Surgical Centre,South West,TR2 4JZ,50.290121,-4.948542,Good,2/9/2017,Good,Requires improvement,Good,Good,Good,http://www.cqc.org.uk/location/1-265470671,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG1250.pdf,included
1000,1-101728034,1-2655046617,Location,Independent Healthcare Org,"Genesis Care, Chelmsford",East,CM1 7GU,51.753372,0.484598,Good,10/30/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2655046617,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5591.pdf,included
1007,1-148534225,1-271478892,Location,Independent Healthcare Org,The Langford Centre,South East,TN40 2JE,50.845668,0.486979,Good,7/30/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-271478892,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2966.pdf,included
1008,1-116865881,1-271891457,Location,Independent Healthcare Org,Cygnet Oaks,Yorkshire & Humberside,S70 4PL,53.543337,-1.471927,Requires improvement,12/21/2018,Good,Requires improvement,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-271891457,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9829.pdf,included
1009,1-102643305,1-2745185984,Location,Independent Healthcare Org,Spire Methley Park Hospital,Yorkshire & Humberside,LS26 9HG,53.740443,-1.423325,Good,3/29/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745185984,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG4245.pdf,included
1010,1-102643305,1-2745329906,Location,Independent Healthcare Org,Spire Regency Hospital,North West,SK11 8DW,53.260123,-2.137814,Good,2/16/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745329906,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9868.pdf,included
1011,1-102643305,1-2745411269,Location,Independent Healthcare Org,Spire Liverpool Hospital,North West,L18 1HQ,53.38527,-2.924117,Good,8/1/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745411269,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4457.pdf,included
1012,1-102643305,1-2745447408,Location,Independent Healthcare Org,Spire Clare Park Hospital,South East,GU10 5XX,51.225128,-0.847488,Good,8/16/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745447408,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4768.pdf,included
1013,1-102643305,1-2745569338,Location,Independent Healthcare Org,Spire Thames Valley Hospital,South East,SL3 6NH,51.542787,-0.572415,Good,2/3/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745569338,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ8593.pdf,included
1014,1-102643305,1-2745570008,Location,Independent Healthcare Org,Spire Hull & East Riding Hospital,Yorkshire & Humberside,HU10 7AZ,53.739254,-0.435027,Good,11/15/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745570008,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6582.pdf,included
1015,1-102643305,1-2745680450,Location,Independent Healthcare Org,Spire Hesslewood Clinic,Yorkshire & Humberside,HU13 0QF,53.719667,-0.457881,Good,11/22/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745680450,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH8344.pdf,included
1016,1-102643305,1-2745680580,Location,Independent Healthcare Org,Spire Elland Hospital including Longlands Consulting Rooms,Yorkshire & Humberside,HX5 9EB,53.688776,-1.828928,Good,3/21/2017,Good,Outstanding,Good,Good,Good,http://www.cqc.org.uk/location/1-2745680580,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF7370.pdf,included
1017,1-102643305,1-2745681065,Location,Independent Healthcare Org,Spire Fylde Coast Hospital,North West,FY3 8BP,53.826052,-3.019585,Good,9/2/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2745681065,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5260.pdf,included
1024,1-153367270,1-280143781,Location,Independent Healthcare Org,Cedar House,South East,CT4 6PW,51.201874,1.176002,Good,3/22/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-280143781,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5038.pdf,included
1025,1-153367270,1-280143876,Location,Independent Healthcare Org,Eldertree Lodge,West Midlands,TF9 4LX,52.928674,-2.356519,Good,11/15/2017,Good,Good,Requires improvement,Good,Good,http://www.cqc.org.uk/location/1-280143876,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG8340.pdf,included
1026,1-153367270,1-280144050,Location,Independent Healthcare Org,The Huntercombe Centre - Birmingham,West Midlands,B69 4SJ,52.491388,-2.010207,Good,7/28/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-280144050,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG5310.pdf,included
1033,1-102643190,1-2827435505,Location,Independent Healthcare Org,Butterworth Centre,London,NW8 9SE,51.532409,-0.174696,Requires improvement,10/19/2017,Good,Requires improvement,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2827435505,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG5965.pdf,included
1034,1-468267562,1-2827562124,Location,Independent Healthcare Org,Brevin Home Care,London,SW1W 0AU,51.495814,-0.145746,Good,5/24/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2827562124,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ1519.pdf,included
1038,1-2754347778,1-2839863406,Location,Independent Healthcare Org,Juvida Clinic - Skipton,Yorkshire & Humberside,BD23 2UE,53.939975,-2.012866,Good,12/5/2019,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-2839863406,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7374.pdf,included
1048,1-184500761,1-2867154703,Location,Independent Healthcare Org,Amherst Court,South East,ME4 6LU,51.365058,0.524188,Good,6/29/2017,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/1-2867154703,Independent Healthcare Org,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG5331.pdf,included
1056,1-101697218,1-289112619,Location,Independent Healthcare Org,Glenhurst Lodge,South East,ME14 5DX,51.275258,0.534131,Good,9/12/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-289112619,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG7852.pdf,included
1058,1-118166429,1-2912772954,Location,Independent Healthcare Org,Brighton & Hove Clinic,South East,BN3 4FH,50.828764,-0.179744,Good,8/21/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2912772954,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5612.pdf,included
1059,1-118166439,1-2913265572,Location,Independent Healthcare Org,The Cloisters,South East,RG14 7RN,51.38178,-1.339074,Good,7/25/2017,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2913265572,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG6586.pdf,included
1060,1-2827513928,1-2920784785,Location,Independent Healthcare Org,Baruch Hair Transplant Centre Limited,Yorkshire & Humberside,LS28 6AU,53.804116,-1.668192,Inadequate,10/30/2019,Good,Inadequate,Requires improvement,Inadequate,Inadequate,http://www.cqc.org.uk/location/1-2920784785,Independent Healthcare Org,Acute hospital - Independent non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7263.pdf,included
1064,1-101727003,1-2934136341,Location,Independent Healthcare Org,Rhodes Wood Hospital,East,AL9 6NN,51.719051,-0.171099,Inadequate,12/2/2019,Requires improvement,Requires improvement,Good,Inadequate,Inadequate,http://www.cqc.org.uk/location/1-2934136341,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ7202.pdf,included
1065,1-101727003,1-2934186498,Location,Independent Healthcare Org,The Copse,South West,BS24 9EX,51.321127,-2.964126,Good,8/14/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/1-2934186498,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4293.pdf,included
1067,1-2827552881,1-2945752530,Location,Independent Healthcare Org,Apple Hill,South East,SL6 5LH,51.535507,-0.791223,Good,1/8/2018,Good,Good,Good,Good,Requires improvement,http://www.cqc.org.uk/location/1-2945752530,Independent Healthcare Org,Mental health - community & hospital - independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAG9284.pdf,included
